story,question,answer,i,dataGenSeq,sType,qTypeRaw,qTypeTomOrNot,qOrder,storyHasToM,answerMem,answerReal,qToMandOmniReader,answerMemOrReal
Mason entered the cellar. Lucas entered the cellar. Owen likes the peach. The sweatshirt is in the bucket. Mason moved the sweatshirt to the pantry. Lucas exited the cellar.,Where does Mason think that Lucas searches for the sweatshirt?,pantry,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,second_order_0_no_tom,False,second_order,False,bucket,pantry,False,reality
Mason entered the cellar. Lucas entered the cellar. Owen likes the peach. The sweatshirt is in the bucket. Mason moved the sweatshirt to the pantry. Lucas exited the cellar.,Where is the sweatshirt really?,pantry,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,reality,False,reality,False,bucket,pantry,False,reality
Mason entered the cellar. Lucas entered the cellar. Owen likes the peach. The sweatshirt is in the bucket. Mason moved the sweatshirt to the pantry. Lucas exited the cellar.,Where will Lucas look for the sweatshirt?,pantry,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,first_order_1_no_tom,False,first_order,False,bucket,pantry,False,reality
Mason entered the cellar. Lucas entered the cellar. Owen likes the peach. The sweatshirt is in the bucket. Mason moved the sweatshirt to the pantry. Lucas exited the cellar.,Where does Lucas think that Mason searches for the sweatshirt?,pantry,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,second_order_1_no_tom,False,second_order,False,bucket,pantry,False,reality
Carter entered the patio. Sophia entered the patio. The peas is in the envelope. Carter moved the peas to the suitcase. Sophia exited the patio. Sophia entered the patio.,Where was the peas at the beginning?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_loc",true_belief,memory,False,memory,False,envelope,suitcase,False,memory
Carter entered the patio. Sophia entered the patio. The peas is in the envelope. Carter moved the peas to the suitcase. Sophia exited the patio. Sophia entered the patio.,Where will Carter look for the peas?,suitcase,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_loc",true_belief,first_order_0_no_tom,False,first_order,False,envelope,suitcase,False,reality
Carter entered the patio. Sophia entered the patio. The peas is in the envelope. Carter moved the peas to the suitcase. Sophia exited the patio. Sophia entered the patio.,Where does Carter think that Sophia searches for the peas?,suitcase,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_loc",true_belief,second_order_0_no_tom,False,second_order,False,envelope,suitcase,False,reality
Carter entered the patio. Sophia entered the patio. The peas is in the envelope. Carter moved the peas to the suitcase. Sophia exited the patio. Sophia entered the patio.,Where is the peas really?,suitcase,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_loc",true_belief,reality,False,reality,False,envelope,suitcase,False,reality
Carter entered the patio. Sophia entered the patio. The peas is in the envelope. Carter moved the peas to the suitcase. Sophia exited the patio. Sophia entered the patio.,Where will Sophia look for the peas?,suitcase,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_loc",true_belief,first_order_1_no_tom,False,first_order,False,envelope,suitcase,False,reality
Carter entered the patio. Sophia entered the patio. The peas is in the envelope. Carter moved the peas to the suitcase. Sophia exited the patio. Sophia entered the patio.,Where does Sophia think that Carter searches for the peas?,suitcase,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_loc",true_belief,second_order_1_no_tom,False,second_order,False,envelope,suitcase,False,reality
Olivia likes the skirt. Olivia entered the hall. Ella entered the hall. The t-shirt is in the bottle. Ella exited the hall. Evelyn entered the cellar. Olivia moved the t-shirt to the crate. Evelyn exited the cellar. Olivia exited the hall. Ella entered the cellar.,Where was the t-shirt at the beginning?,bottle,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_alt_loc",second_order_false_belief,memory,False,memory,True,bottle,crate,False,memory
Olivia likes the skirt. Olivia entered the hall. Ella entered the hall. The t-shirt is in the bottle. Ella exited the hall. Evelyn entered the cellar. Olivia moved the t-shirt to the crate. Evelyn exited the cellar. Olivia exited the hall. Ella entered the cellar.,Where will Olivia look for the t-shirt?,crate,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,True,bottle,crate,True,reality
Olivia likes the skirt. Olivia entered the hall. Ella entered the hall. The t-shirt is in the bottle. Ella exited the hall. Evelyn entered the cellar. Olivia moved the t-shirt to the crate. Evelyn exited the cellar. Olivia exited the hall. Ella entered the cellar.,Where does Olivia think that Ella searches for the t-shirt?,bottle,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_0_tom,True,second_order,True,bottle,crate,False,memory
Olivia likes the skirt. Olivia entered the hall. Ella entered the hall. The t-shirt is in the bottle. Ella exited the hall. Evelyn entered the cellar. Olivia moved the t-shirt to the crate. Evelyn exited the cellar. Olivia exited the hall. Ella entered the cellar.,Where is the t-shirt really?,crate,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_alt_loc",second_order_false_belief,reality,False,reality,True,bottle,crate,False,reality
Olivia likes the skirt. Olivia entered the hall. Ella entered the hall. The t-shirt is in the bottle. Ella exited the hall. Evelyn entered the cellar. Olivia moved the t-shirt to the crate. Evelyn exited the cellar. Olivia exited the hall. Ella entered the cellar.,Where will Ella look for the t-shirt?,crate,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,True,bottle,crate,True,reality
Olivia likes the skirt. Olivia entered the hall. Ella entered the hall. The t-shirt is in the bottle. Ella exited the hall. Evelyn entered the cellar. Olivia moved the t-shirt to the crate. Evelyn exited the cellar. Olivia exited the hall. Ella entered the cellar.,Where does Ella think that Olivia searches for the t-shirt?,bottle,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_1_tom,True,second_order,True,bottle,crate,False,memory
Liam entered the front yard. Benjamin entered the front yard. The sweater is in the box. Benjamin exited the front yard. Benjamin entered the cellar. Liam moved the sweater to the bucket.,Where was the sweater at the beginning?,box,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,memory,False,memory,True,box,bucket,False,memory
Liam entered the front yard. Benjamin entered the front yard. The sweater is in the box. Benjamin exited the front yard. Benjamin entered the cellar. Liam moved the sweater to the bucket.,Where will Liam look for the sweater?,bucket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,first_order_0_no_tom,False,first_order,True,box,bucket,True,reality
Liam entered the front yard. Benjamin entered the front yard. The sweater is in the box. Benjamin exited the front yard. Benjamin entered the cellar. Liam moved the sweater to the bucket.,Where does Liam think that Benjamin searches for the sweater?,box,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,second_order_0_tom,True,second_order,True,box,bucket,False,memory
Liam entered the front yard. Benjamin entered the front yard. The sweater is in the box. Benjamin exited the front yard. Benjamin entered the cellar. Liam moved the sweater to the bucket.,Where is the sweater really?,bucket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,reality,False,reality,True,box,bucket,False,reality
Liam entered the front yard. Benjamin entered the front yard. The sweater is in the box. Benjamin exited the front yard. Benjamin entered the cellar. Liam moved the sweater to the bucket.,Where will Benjamin look for the sweater?,box,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,first_order_1_tom,True,first_order,True,box,bucket,False,memory
Liam entered the front yard. Benjamin entered the front yard. The sweater is in the box. Benjamin exited the front yard. Benjamin entered the cellar. Liam moved the sweater to the bucket.,Where does Benjamin think that Liam searches for the sweater?,box,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,second_order_1_tom,True,second_order,True,box,bucket,False,memory
Carter entered the attic. Jacob entered the attic. Abigail loves the jacket. Abigail entered the dining room. The skirt is in the box. Carter exited the attic. Abigail hates the pants. Jacob moved the skirt to the drawer.,Where was the skirt at the beginning?,box,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,box,drawer,False,memory
Carter entered the attic. Jacob entered the attic. Abigail loves the jacket. Abigail entered the dining room. The skirt is in the box. Carter exited the attic. Abigail hates the pants. Jacob moved the skirt to the drawer.,Where will Jacob look for the skirt?,drawer,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,first_order_1_no_tom,False,first_order,True,box,drawer,True,reality
Carter entered the attic. Jacob entered the attic. Abigail loves the jacket. Abigail entered the dining room. The skirt is in the box. Carter exited the attic. Abigail hates the pants. Jacob moved the skirt to the drawer.,Where does Jacob think that Carter searches for the skirt?,box,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,second_order_1_tom,True,second_order,True,box,drawer,False,memory
Carter entered the attic. Jacob entered the attic. Abigail loves the jacket. Abigail entered the dining room. The skirt is in the box. Carter exited the attic. Abigail hates the pants. Jacob moved the skirt to the drawer.,Where is the skirt really?,drawer,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,reality,False,reality,True,box,drawer,False,reality
Carter entered the attic. Jacob entered the attic. Abigail loves the jacket. Abigail entered the dining room. The skirt is in the box. Carter exited the attic. Abigail hates the pants. Jacob moved the skirt to the drawer.,Where will Carter look for the skirt?,box,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,first_order_0_tom,True,first_order,True,box,drawer,False,memory
Carter entered the attic. Jacob entered the attic. Abigail loves the jacket. Abigail entered the dining room. The skirt is in the box. Carter exited the attic. Abigail hates the pants. Jacob moved the skirt to the drawer.,Where does Carter think that Jacob searches for the skirt?,box,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,second_order_0_tom,True,second_order,True,box,drawer,False,memory
Chloe entered the patio. Mia entered the patio. Chloe hates the underclothes. The apple is in the drawer. Mia exited the patio. Mia entered the patio. Liam likes the onion. Chloe moved the apple to the bucket.,Where was the apple at the beginning?,drawer,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,memory,False,memory,False,drawer,bucket,False,memory
Chloe entered the patio. Mia entered the patio. Chloe hates the underclothes. The apple is in the drawer. Mia exited the patio. Mia entered the patio. Liam likes the onion. Chloe moved the apple to the bucket.,Where will Chloe look for the apple?,bucket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,first_order_0_no_tom,False,first_order,False,drawer,bucket,False,reality
Chloe entered the patio. Mia entered the patio. Chloe hates the underclothes. The apple is in the drawer. Mia exited the patio. Mia entered the patio. Liam likes the onion. Chloe moved the apple to the bucket.,Where does Chloe think that Mia searches for the apple?,bucket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,second_order_0_no_tom,False,second_order,False,drawer,bucket,False,reality
Chloe entered the patio. Mia entered the patio. Chloe hates the underclothes. The apple is in the drawer. Mia exited the patio. Mia entered the patio. Liam likes the onion. Chloe moved the apple to the bucket.,Where is the apple really?,bucket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,reality,False,reality,False,drawer,bucket,False,reality
Chloe entered the patio. Mia entered the patio. Chloe hates the underclothes. The apple is in the drawer. Mia exited the patio. Mia entered the patio. Liam likes the onion. Chloe moved the apple to the bucket.,Where will Mia look for the apple?,bucket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,first_order_1_no_tom,False,first_order,False,drawer,bucket,False,reality
Chloe entered the patio. Mia entered the patio. Chloe hates the underclothes. The apple is in the drawer. Mia exited the patio. Mia entered the patio. Liam likes the onion. Chloe moved the apple to the bucket.,Where does Mia think that Chloe searches for the apple?,bucket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,second_order_1_no_tom,False,second_order,False,drawer,bucket,False,reality
Jacob entered the attic. William entered the attic. The dress is in the bottle. Jacob exited the attic. William moved the dress to the bathtub. Jacob entered the lounge. Elizabeth entered the lounge. Elizabeth hates the pineapple.,Where was the dress at the beginning?,bottle,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_1_reenters_alt_loc,agent_2_enters",false_belief,memory,False,memory,True,bottle,bathtub,False,memory
Jacob entered the attic. William entered the attic. The dress is in the bottle. Jacob exited the attic. William moved the dress to the bathtub. Jacob entered the lounge. Elizabeth entered the lounge. Elizabeth hates the pineapple.,Where will William look for the dress?,bathtub,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_1_reenters_alt_loc,agent_2_enters",false_belief,first_order_1_no_tom,False,first_order,True,bottle,bathtub,True,reality
Jacob entered the attic. William entered the attic. The dress is in the bottle. Jacob exited the attic. William moved the dress to the bathtub. Jacob entered the lounge. Elizabeth entered the lounge. Elizabeth hates the pineapple.,Where does William think that Jacob searches for the dress?,bottle,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_1_reenters_alt_loc,agent_2_enters",false_belief,second_order_1_tom,True,second_order,True,bottle,bathtub,False,memory
Jacob entered the attic. William entered the attic. The dress is in the bottle. Jacob exited the attic. William moved the dress to the bathtub. Jacob entered the lounge. Elizabeth entered the lounge. Elizabeth hates the pineapple.,Where is the dress really?,bathtub,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_1_reenters_alt_loc,agent_2_enters",false_belief,reality,False,reality,True,bottle,bathtub,False,reality
Jacob entered the attic. William entered the attic. The dress is in the bottle. Jacob exited the attic. William moved the dress to the bathtub. Jacob entered the lounge. Elizabeth entered the lounge. Elizabeth hates the pineapple.,Where will Jacob look for the dress?,bottle,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_1_reenters_alt_loc,agent_2_enters",false_belief,first_order_0_tom,True,first_order,True,bottle,bathtub,False,memory
Jacob entered the attic. William entered the attic. The dress is in the bottle. Jacob exited the attic. William moved the dress to the bathtub. Jacob entered the lounge. Elizabeth entered the lounge. Elizabeth hates the pineapple.,Where does Jacob think that William searches for the dress?,bottle,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_1_reenters_alt_loc,agent_2_enters",false_belief,second_order_0_tom,True,second_order,True,bottle,bathtub,False,memory
Noah entered the hall. Mason entered the bathroom. Mia entered the bathroom. Mia likes the cherry. The eggplant is in the cupboard. Noah dislikes the grapes. Mason moved the eggplant to the basket. Mia exited the bathroom.,Where was the eggplant at the beginning?,cupboard,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,memory,False,memory,False,cupboard,basket,False,memory
Noah entered the hall. Mason entered the bathroom. Mia entered the bathroom. Mia likes the cherry. The eggplant is in the cupboard. Noah dislikes the grapes. Mason moved the eggplant to the basket. Mia exited the bathroom.,Where will Mason look for the eggplant?,basket,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,first_order_0_no_tom,False,first_order,False,cupboard,basket,False,reality
Noah entered the hall. Mason entered the bathroom. Mia entered the bathroom. Mia likes the cherry. The eggplant is in the cupboard. Noah dislikes the grapes. Mason moved the eggplant to the basket. Mia exited the bathroom.,Where does Mason think that Mia searches for the eggplant?,basket,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,second_order_0_no_tom,False,second_order,False,cupboard,basket,False,reality
Noah entered the hall. Mason entered the bathroom. Mia entered the bathroom. Mia likes the cherry. The eggplant is in the cupboard. Noah dislikes the grapes. Mason moved the eggplant to the basket. Mia exited the bathroom.,Where is the eggplant really?,basket,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,reality,False,reality,False,cupboard,basket,False,reality
Noah entered the hall. Mason entered the bathroom. Mia entered the bathroom. Mia likes the cherry. The eggplant is in the cupboard. Noah dislikes the grapes. Mason moved the eggplant to the basket. Mia exited the bathroom.,Where will Mia look for the eggplant?,basket,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,first_order_1_no_tom,False,first_order,False,cupboard,basket,False,reality
Noah entered the hall. Mason entered the bathroom. Mia entered the bathroom. Mia likes the cherry. The eggplant is in the cupboard. Noah dislikes the grapes. Mason moved the eggplant to the basket. Mia exited the bathroom.,Where does Mia think that Mason searches for the eggplant?,basket,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,second_order_1_no_tom,False,second_order,False,cupboard,basket,False,reality
Abigail entered the hallway. Nathan entered the master bedroom. Sophia entered the hallway. The jacket is in the box. Abigail exited the hallway. Abigail entered the master bedroom. Sophia moved the jacket to the bathtub.,Where was the jacket at the beginning?,box,1,"enter_agent_1,agent_2_enters,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,memory,False,memory,True,box,bathtub,False,memory
Abigail entered the hallway. Nathan entered the master bedroom. Sophia entered the hallway. The jacket is in the box. Abigail exited the hallway. Abigail entered the master bedroom. Sophia moved the jacket to the bathtub.,Where will Sophia look for the jacket?,bathtub,1,"enter_agent_1,agent_2_enters,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,first_order_1_no_tom,False,first_order,True,box,bathtub,True,reality
Abigail entered the hallway. Nathan entered the master bedroom. Sophia entered the hallway. The jacket is in the box. Abigail exited the hallway. Abigail entered the master bedroom. Sophia moved the jacket to the bathtub.,Where does Sophia think that Abigail searches for the jacket?,box,1,"enter_agent_1,agent_2_enters,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,second_order_1_tom,True,second_order,True,box,bathtub,False,memory
Abigail entered the hallway. Nathan entered the master bedroom. Sophia entered the hallway. The jacket is in the box. Abigail exited the hallway. Abigail entered the master bedroom. Sophia moved the jacket to the bathtub.,Where is the jacket really?,bathtub,1,"enter_agent_1,agent_2_enters,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,reality,False,reality,True,box,bathtub,False,reality
Abigail entered the hallway. Nathan entered the master bedroom. Sophia entered the hallway. The jacket is in the box. Abigail exited the hallway. Abigail entered the master bedroom. Sophia moved the jacket to the bathtub.,Where will Abigail look for the jacket?,box,1,"enter_agent_1,agent_2_enters,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,first_order_0_tom,True,first_order,True,box,bathtub,False,memory
Abigail entered the hallway. Nathan entered the master bedroom. Sophia entered the hallway. The jacket is in the box. Abigail exited the hallway. Abigail entered the master bedroom. Sophia moved the jacket to the bathtub.,Where does Abigail think that Sophia searches for the jacket?,box,1,"enter_agent_1,agent_2_enters,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,second_order_0_tom,True,second_order,True,box,bathtub,False,memory
Jayden entered the bathroom. Abigail entered the bathroom. The tomato is in the envelope. Jayden exited the bathroom. Jayden entered the bathroom. Abigail moved the tomato to the pantry.,Where was the tomato at the beginning?,envelope,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,memory,False,memory,False,envelope,pantry,False,memory
Jayden entered the bathroom. Abigail entered the bathroom. The tomato is in the envelope. Jayden exited the bathroom. Jayden entered the bathroom. Abigail moved the tomato to the pantry.,Where will Abigail look for the tomato?,pantry,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,first_order_1_no_tom,False,first_order,False,envelope,pantry,False,reality
Jayden entered the bathroom. Abigail entered the bathroom. The tomato is in the envelope. Jayden exited the bathroom. Jayden entered the bathroom. Abigail moved the tomato to the pantry.,Where does Abigail think that Jayden searches for the tomato?,pantry,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,second_order_1_no_tom,False,second_order,False,envelope,pantry,False,reality
Jayden entered the bathroom. Abigail entered the bathroom. The tomato is in the envelope. Jayden exited the bathroom. Jayden entered the bathroom. Abigail moved the tomato to the pantry.,Where is the tomato really?,pantry,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,reality,False,reality,False,envelope,pantry,False,reality
Jayden entered the bathroom. Abigail entered the bathroom. The tomato is in the envelope. Jayden exited the bathroom. Jayden entered the bathroom. Abigail moved the tomato to the pantry.,Where will Jayden look for the tomato?,pantry,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,first_order_0_no_tom,False,first_order,False,envelope,pantry,False,reality
Jayden entered the bathroom. Abigail entered the bathroom. The tomato is in the envelope. Jayden exited the bathroom. Jayden entered the bathroom. Abigail moved the tomato to the pantry.,Where does Jayden think that Abigail searches for the tomato?,pantry,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,second_order_0_no_tom,False,second_order,False,envelope,pantry,False,reality
James entered the living room. Emily entered the living room. The asparagus is in the container. Emma entered the living room. Emily moved the asparagus to the crate. James exited the living room.,Where was the asparagus at the beginning?,container,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits",true_belief,memory,False,memory,False,container,crate,False,memory
James entered the living room. Emily entered the living room. The asparagus is in the container. Emma entered the living room. Emily moved the asparagus to the crate. James exited the living room.,Where will Emily look for the asparagus?,crate,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits",true_belief,first_order_1_no_tom,False,first_order,False,container,crate,False,reality
James entered the living room. Emily entered the living room. The asparagus is in the container. Emma entered the living room. Emily moved the asparagus to the crate. James exited the living room.,Where does Emily think that James searches for the asparagus?,crate,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits",true_belief,second_order_1_no_tom,False,second_order,False,container,crate,False,reality
James entered the living room. Emily entered the living room. The asparagus is in the container. Emma entered the living room. Emily moved the asparagus to the crate. James exited the living room.,Where is the asparagus really?,crate,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits",true_belief,reality,False,reality,False,container,crate,False,reality
James entered the living room. Emily entered the living room. The asparagus is in the container. Emma entered the living room. Emily moved the asparagus to the crate. James exited the living room.,Where will James look for the asparagus?,crate,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits",true_belief,first_order_0_no_tom,False,first_order,False,container,crate,False,reality
James entered the living room. Emily entered the living room. The asparagus is in the container. Emma entered the living room. Emily moved the asparagus to the crate. James exited the living room.,Where does James think that Emily searches for the asparagus?,crate,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits",true_belief,second_order_0_no_tom,False,second_order,False,container,crate,False,reality
Mila dislikes the radish. Mason hates the pajamas. Ava entered the dining room. Mason entered the dining room. The pants is in the cupboard. Mason moved the pants to the pantry. Ava exited the dining room.,Where was the pants at the beginning?,cupboard,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits",true_belief,memory,False,memory,False,cupboard,pantry,False,memory
Mila dislikes the radish. Mason hates the pajamas. Ava entered the dining room. Mason entered the dining room. The pants is in the cupboard. Mason moved the pants to the pantry. Ava exited the dining room.,Where will Mason look for the pants?,pantry,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits",true_belief,first_order_1_no_tom,False,first_order,False,cupboard,pantry,False,reality
Mila dislikes the radish. Mason hates the pajamas. Ava entered the dining room. Mason entered the dining room. The pants is in the cupboard. Mason moved the pants to the pantry. Ava exited the dining room.,Where does Mason think that Ava searches for the pants?,pantry,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits",true_belief,second_order_1_no_tom,False,second_order,False,cupboard,pantry,False,reality
Mila dislikes the radish. Mason hates the pajamas. Ava entered the dining room. Mason entered the dining room. The pants is in the cupboard. Mason moved the pants to the pantry. Ava exited the dining room.,Where is the pants really?,pantry,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits",true_belief,reality,False,reality,False,cupboard,pantry,False,reality
Mila dislikes the radish. Mason hates the pajamas. Ava entered the dining room. Mason entered the dining room. The pants is in the cupboard. Mason moved the pants to the pantry. Ava exited the dining room.,Where will Ava look for the pants?,pantry,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits",true_belief,first_order_0_no_tom,False,first_order,False,cupboard,pantry,False,reality
Mila dislikes the radish. Mason hates the pajamas. Ava entered the dining room. Mason entered the dining room. The pants is in the cupboard. Mason moved the pants to the pantry. Ava exited the dining room.,Where does Ava think that Mason searches for the pants?,pantry,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits",true_belief,second_order_0_no_tom,False,second_order,False,cupboard,pantry,False,reality
Lily entered the hall. Mason entered the hall. The broccoli is in the bathtub. Chloe entered the patio. Lily moved the broccoli to the treasure chest. Chloe exited the patio. Mason exited the hall.,Where was the broccoli at the beginning?,bathtub,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_2_enters,agent_1_exits,agent_2_exits",true_belief,memory,False,memory,False,bathtub,treasure chest,False,memory
Lily entered the hall. Mason entered the hall. The broccoli is in the bathtub. Chloe entered the patio. Lily moved the broccoli to the treasure chest. Chloe exited the patio. Mason exited the hall.,Where will Lily look for the broccoli?,treasure chest,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_2_enters,agent_1_exits,agent_2_exits",true_belief,first_order_0_no_tom,False,first_order,False,bathtub,treasure chest,False,reality
Lily entered the hall. Mason entered the hall. The broccoli is in the bathtub. Chloe entered the patio. Lily moved the broccoli to the treasure chest. Chloe exited the patio. Mason exited the hall.,Where does Lily think that Mason searches for the broccoli?,treasure chest,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_2_enters,agent_1_exits,agent_2_exits",true_belief,second_order_0_no_tom,False,second_order,False,bathtub,treasure chest,False,reality
Lily entered the hall. Mason entered the hall. The broccoli is in the bathtub. Chloe entered the patio. Lily moved the broccoli to the treasure chest. Chloe exited the patio. Mason exited the hall.,Where is the broccoli really?,treasure chest,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_2_enters,agent_1_exits,agent_2_exits",true_belief,reality,False,reality,False,bathtub,treasure chest,False,reality
